PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy EcsPipeTargetTemplate-10baf8ba is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/EcsPipeTargetTemplate-10baf8ba;EcsPipeTargetTemplate-10baf8ba;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy SqsPipeSourceTemplate-cc6b5192 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/SqsPipeSourceTemplate-cc6b5192;SqsPipeSourceTemplate-cc6b5192;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy SqsPipeSourceTemplate-87703978 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/SqsPipeSourceTemplate-87703978;SqsPipeSourceTemplate-87703978;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-b2968319-1ef3-40f9-afca-219de7a5cf57 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-b2968319-1ef3-40f9-afca-219de7a5cf57;AWSLambdaBasicExecutionRole-b2968319-1ef3-40f9-afca-219de7a5cf57;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy Amazon-EventBridge-Scheduler-Execution-Policy-297b6181-a1a3-425a-a56d-cf13305a669a is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/Amazon-EventBridge-Scheduler-Execution-Policy-297b6181-a1a3-425a-a56d-cf13305a669a;Amazon-EventBridge-Scheduler-Execution-Policy-297b6181-a1a3-425a-a56d-cf13305a669a;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-6fc96f02-9aa0-484a-8f50-20485b6d356f is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-6fc96f02-9aa0-484a-8f50-20485b6d356f;AWSLambdaBasicExecutionRole-6fc96f02-9aa0-484a-8f50-20485b6d356f;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-22580b1f-593d-4c6c-b98b-c6af9d970218 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-22580b1f-593d-4c6c-b98b-c6af9d970218;AWSLambdaBasicExecutionRole-22580b1f-593d-4c6c-b98b-c6af9d970218;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaVPCAccessExecutionRole-58608570-3079-4d29-a59f-9308dcf1039e is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaVPCAccessExecutionRole-58608570-3079-4d29-a59f-9308dcf1039e;AWSLambdaVPCAccessExecutionRole-58608570-3079-4d29-a59f-9308dcf1039e;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy EcsPipeTargetTemplate-f6b62b56 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/EcsPipeTargetTemplate-f6b62b56;EcsPipeTargetTemplate-f6b62b56;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-a2fa6e66-37cd-46c5-ad8d-76ca6ad54b90 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-a2fa6e66-37cd-46c5-ad8d-76ca6ad54b90;AWSLambdaBasicExecutionRole-a2fa6e66-37cd-46c5-ad8d-76ca6ad54b90;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-1a07e22c-1290-40df-835c-036af052cd46 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-1a07e22c-1290-40df-835c-036af052cd46;AWSLambdaBasicExecutionRole-1a07e22c-1290-40df-835c-036af052cd46;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AWSLambdaBasicExecutionRole-12fa5bea-e60b-4516-bd91-ebd5e0f0ed77 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AWSLambdaBasicExecutionRole-12fa5bea-e60b-4516-bd91-ebd5e0f0ed77;AWSLambdaBasicExecutionRole-12fa5bea-e60b-4516-bd91-ebd5e0f0ed77;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy S3VectorAccessPolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/S3VectorAccessPolicy;S3VectorAccessPolicy;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy SqsPipeSourceTemplate-8294f02d is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/SqsPipeSourceTemplate-8294f02d;SqsPipeSourceTemplate-8294f02d;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.1;Ensure IAM policies that allow full *:* administrative privileges are not attached;IAM policies with full privileges not attached;1. IAM;1.3 Privilege Escalation Prevention;IAM policies define permissions for users, groups, and roles, controlling access to AWS resources. Following the principle of least privilege, users should be granted only the permissions necessary to perform their tasks. Instead of assigning broad administrative privileges, permissions should be carefully crafted to allow only the required actions.;Starting with minimal permissions and granting additional access as needed is significantly more secure than providing excessive permissions and attempting to restrict them later. Assigning full administrative privileges increases the risk of unauthorized or accidental actions that could compromise AWS resources. IAM policies containing Effect: Allow, Action: , Resource:  should be removed to prevent unrestricted access and enforce security best practices.;4;100;PASS;Custom policy AmplifySSRLoggingPolicy-85ba03f5-69d9-4e5e-a48f-b2d276d7f6a8 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::442426872653:policy/service-role/AmplifySSRLoggingPolicy-85ba03f5-69d9-4e5e-a48f-b2d276d7f6a8;AmplifySSRLoggingPolicy-85ba03f5-69d9-4e5e-a48f-b2d276d7f6a8;iam_customer_attached_policy_no_administrative_privileges;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy EventBridgeScheduler-Scoped attached to role Amazon_EventBridge_Scheduler_ECS_6fd99f5387 does not allow privilege escalation.;arn:aws:iam::442426872653:role/service-role/Amazon_EventBridge_Scheduler_ECS_6fd99f5387;Amazon_EventBridge_Scheduler_ECS_6fd99f5387/EventBridgeScheduler-Scoped;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy AmplifyBranchLinkerCustomResourceLambdaServiceRoleDefaultPolicy86099CA1 attached to role amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-e45kTt1dMhpa does not allow privilege escalation.;arn:aws:iam::442426872653:role/amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-e45kTt1dMhpa;amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-e45kTt1dMhpa/AmplifyBranchLinkerCustomResourceLambdaServiceRoleDefaultPolicy86099CA1;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy AmplifyBranchLinkerCustomResourceProviderframeworkonEventServiceRoleDefaultPolicy38AAE412 attached to role amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-EGAD5zxu9gbF does not allow privilege escalation.;arn:aws:iam::442426872653:role/amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-EGAD5zxu9gbF;amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCustom-EGAD5zxu9gbF/AmplifyBranchLinkerCustomResourceProviderframeworkonEventServiceRoleDefaultPolicy38AAE412;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy CreateUpdateDeleteTablesPolicy attached to role amplify-djeky3rjf2dd9-mai-AmplifyManagedTableIsComp-N5kGdzCU5ezi does not allow privilege escalation.;arn:aws:iam::442426872653:role/amplify-djeky3rjf2dd9-mai-AmplifyManagedTableIsComp-N5kGdzCU5ezi;amplify-djeky3rjf2dd9-mai-AmplifyManagedTableIsComp-N5kGdzCU5ezi/CreateUpdateDeleteTablesPolicy;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy AmplifyManagedTableOnEventRoleDefaultPolicyF6DABCB6 attached to role amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0 does not allow privilege escalation.;arn:aws:iam::442426872653:role/amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0;amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0/AmplifyManagedTableOnEventRoleDefaultPolicyF6DABCB6;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.3.3;Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation;IAM policy allow privilege escalation;1. IAM;1.3 Privilege Escalation Prevention;IAM inline policies define permissions directly attached to users, groups, or roles, rather than being managed as standalone policies. If improperly configured, these policies can grant actions that enable privilege escalation, allowing users to elevate their access beyond intended permissions. Privilege escalation can occur through misconfigured IAM roles, excessive permissions, or indirect access paths, potentially leading to unauthorized control over AWS resources.;Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.;4;100;PASS;Inline policy CreateUpdateDeleteTablesPolicy attached to role amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0 does not allow privilege escalation.;arn:aws:iam::442426872653:role/amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0;amplify-djeky3rjf2dd9-mai-AmplifyManagedTableOnEven-OUxLJbnBHXp0/CreateUpdateDeleteTablesPolicy;iam_inline_policy_allows_privilege_escalation;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
