PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;1.2.6;Ensure that IAM Access Analyzer is enabled for all regions;Access Analyzer enabled;1. IAM;1.2 Authorization;Enable IAM Access Analyzer for all AWS regions to monitor IAM policies and identify resources with unintended external access. IAM Access Analyzer, introduced at AWS re:Invent 2019, scans resource-based policies and provides visibility into which resources—such as KMS keys, IAM roles, S3 buckets, Lambda functions, and SQS queues—are accessible by external accounts or federated users. This allows administrators to enforce least privilege access and mitigate unauthorized access risks. IAM Access Analyzer operates within the same AWS region as the resources being analyzed.;IAM Access Analyzer enhances security visibility by detecting AWS resources shared with external entities, helping organizations identify potential security risks and ensure compliance with least privilege principles. It continuously evaluates resource-based policies using logic-based analysis, allowing teams to promptly remediate misconfigurations that could lead to unauthorized access or data exposure.;2;8;PASS;IAM Access Analyzer foretale-account-analyzer-us-east-1 is enabled.;arn:aws:access-analyzer:us-east-1:442426872653:analyzer/foretale-account-analyzer-us-east-1;foretale-account-analyzer-us-east-1;accessanalyzer_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-2;2026-04-20 09:06:04.789728;1.2.6;Ensure that IAM Access Analyzer is enabled for all regions;Access Analyzer enabled;1. IAM;1.2 Authorization;Enable IAM Access Analyzer for all AWS regions to monitor IAM policies and identify resources with unintended external access. IAM Access Analyzer, introduced at AWS re:Invent 2019, scans resource-based policies and provides visibility into which resources—such as KMS keys, IAM roles, S3 buckets, Lambda functions, and SQS queues—are accessible by external accounts or federated users. This allows administrators to enforce least privilege access and mitigate unauthorized access risks. IAM Access Analyzer operates within the same AWS region as the resources being analyzed.;IAM Access Analyzer enhances security visibility by detecting AWS resources shared with external entities, helping organizations identify potential security risks and ensure compliance with least privilege principles. It continuously evaluates resource-based policies using logic-based analysis, allowing teams to promptly remediate misconfigurations that could lead to unauthorized access or data exposure.;2;8;FAIL;IAM Access Analyzer in account 442426872653 is not enabled.;arn:aws:accessanalyzer:us-east-2:442426872653:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway api-ecs-task-invoker ID itpkscu97c is internet accessible.;arn:aws:apigateway:us-east-1::/restapis/itpkscu97c;api-ecs-task-invoker;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway api-storage-invoker ID q7a7pxjy02 is internet accessible.;arn:aws:apigateway:us-east-1::/restapis/q7a7pxjy02;api-storage-invoker;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway api-sql-procedure-invoker ID uq56kj6m5f is internet accessible.;arn:aws:apigateway:us-east-1::/restapis/uq56kj6m5f;api-sql-procedure-invoker;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-2;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway api-ecs-task-invoker ID 6pz582qld4 is internet accessible.;arn:aws:apigateway:us-east-2::/restapis/6pz582qld4;api-ecs-task-invoker;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-2;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway api-sql-procedure-invoker ID c52bhyyc4c is internet accessible.;arn:aws:apigateway:us-east-2::/restapis/c52bhyyc4c;api-sql-procedure-invoker;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-2;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway foretale-dev-api-ecs ID escemsrkl3 is internet accessible.;arn:aws:apigateway:us-east-2::/restapis/escemsrkl3;foretale-dev-api-ecs;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-2;2026-04-20 09:06:04.789728;2.1.5;Ensure ApiGateway endpoint is not public;ApiGateway endpoint is public;2. Attack Surface;2.1 Network;AWS API Gateway allows developers to create, deploy, and manage APIs that connect applications to backend services. By default, API Gateway endpoints can be publicly accessible, meaning they can be invoked from anywhere on the internet. To enhance security, API Gateway endpoints should be restricted to private networks using VPC links, private API settings, or access control mechanisms to ensure that only authorized entities can interact with the API.;Publicly accessible API Gateway endpoints can expose backend services to unauthorized access, data leaks, and potential exploitation. Attackers may attempt brute-force authentication, injection attacks, or abuse API functionality if access is not properly restricted. To reduce the attack surface, API Gateway endpoints should be limited to internal use or protected with authentication, IAM permissions, WAF rules, or private VPC access to ensure only trusted users and systems can invoke the API.;4;100;FAIL;API Gateway foretale-dev-api-sql ID wisvlsk9we is internet accessible.;arn:aws:apigateway:us-east-2::/restapis/wisvlsk9we;foretale-dev-api-sql;apigateway_restapi_public;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-foretaleapplicati-CustomS3AutoDeleteObject-t8ahVUATVLqN has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-CustomS3AutoDeleteObject-t8ahVUATVLqN;amplify-foretaleapplicati-CustomS3AutoDeleteObject-t8ahVUATVLqN;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function calling-sql-procedure-no-auth has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:calling-sql-procedure-no-auth;calling-sql-procedure-no-auth;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function calling-central-control-db has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:calling-central-control-db;calling-central-control-db;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function sql-server-data-upload has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:sql-server-data-upload;sql-server-data-upload;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function foretale-secrets-rotation-handler has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:foretale-secrets-rotation-handler;foretale-secrets-rotation-handler;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi;amplify-foretaleapplicati-TableManagerCustomProvid-0EnuIhko3qzi;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function calling-central-control-db-no-auth has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:calling-central-control-db-no-auth;calling-central-control-db-no-auth;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI;amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-Vp4cWqz9h7gI;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd;amplify-foretaleapplicati-TableManagerCustomProvid-ggwGMmX91hbd;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function ecs-task-invoker has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:ecs-task-invoker;ecs-task-invoker;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2 has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2;amplify-djeky3rjf2dd9-mai-CustomS3AutoDeleteObject-KKunvJzlggD2;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function calling-sql-procedure has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:calling-sql-procedure;calling-sql-procedure;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
aws;Prowler ThreatScore Compliance Framework for AWS ensures that the AWS account is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;442426872653;us-east-1;2026-04-20 09:06:04.789728;2.3.3;Ensure that lambda functions have not resource-based policy set as Public;Lambda functions have not resource-based policy set as Public;2. Attack Surface;2.3 Application;AWS Lambda functions allow running code without managing servers. Lambda supports resource-based policies that define who can invoke the function. If a Lambda function’s resource-based policy allows public access, it can be triggered by anyone on the internet, posing a significant security risk. To prevent unauthorized execution, Lambda functions should not be publicly accessible unless explicitly required and properly secured.;Publicly accessible Lambda functions can be abused for unauthorized execution, leading to service disruptions, data exfiltration, or increased AWS costs due to excessive invocations. Attackers could exploit misconfigured functions to perform malicious actions, extract sensitive data, or abuse compute resources. To reduce security risks, Lambda functions should only be accessible to specific IAM roles, AWS services, or trusted accounts, enforcing least privilege access and maintaining secure function execution.;5;1000;PASS;Lambda function amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r has a resource-based policy without public access.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r;amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-D5NUVZM1U30r;awslambda_function_not_publicly_accessible;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for AWS
