PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.D;Logging and Monitoring;Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL);A.12 Operations Security;A.12.4.D;Logging and Monitoring;Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL);FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_changes_to_network_acls_alarm_configured;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.C;Logging and Monitoring;Ensure a log metric filter and alarm exist for changes to network gateways;A.12 Operations Security;A.12.4.C;Logging and Monitoring;Ensure a log metric filter and alarm exist for changes to network gateways;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_changes_to_network_gateways_alarm_configured;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.B;Logging and Monitoring;Ensure a log metric filter and alarm exist for route table changes;A.12 Operations Security;A.12.4.B;Logging and Monitoring;Ensure a log metric filter and alarm exist for route table changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_changes_to_network_route_tables_alarm_configured;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.A;Logging and Monitoring;Ensure a log metric filter and alarm exist for VPC changes;A.12 Operations Security;A.12.4.A;Logging and Monitoring;Ensure a log metric filter and alarm exist for VPC changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_changes_to_vpcs_alarm_configured;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.F;Logging and Monitoring;Ensure a log metric filter and alarm exist for AWS Config configuration changes;A.12 Operations Security;A.12.4.F;Logging and Monitoring;Ensure a log metric filter and alarm exist for AWS Config configuration changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.J;Logging and Monitoring;Ensure a log metric filter and alarm exist for CloudTrail configuration changes;A.12 Operations Security;A.12.4.J;Logging and Monitoring;Ensure a log metric filter and alarm exist for CloudTrail configuration changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.I;Logging and Monitoring;Ensure a log metric filter and alarm exist for AWS Management Console authentication failures;A.12 Operations Security;A.12.4.I;Logging and Monitoring;Ensure a log metric filter and alarm exist for AWS Management Console authentication failures;PASS;CloudWatch log group /aws/cloudtrail/security found with metric filter SignInFailuresFilter and alarms set.;arn:aws:logs:us-east-1:442426872653:log-group:/aws/cloudtrail/security:*;cloudwatch_log_metric_filter_authentication_failures;False;/aws/cloudtrail/security;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.10.1.C;Cryptographic Controls;Detect Customer Master Keys (CMKs) scheduled for deletion;A.10 Cryptography;A.10.1.C;Cryptographic Controls;Detect Customer Master Keys (CMKs) scheduled for deletion;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.H;Logging and Monitoring;Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created CMKs;A.12 Operations Security;A.12.4.H;Logging and Monitoring;Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created CMKs;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.G;Logging and Monitoring;Ensure a log metric filter and alarm exist for S3 bucket policy changes;A.12 Operations Security;A.12.4.G;Logging and Monitoring;Ensure a log metric filter and alarm exist for S3 bucket policy changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_for_s3_bucket_policy_changes;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.K;Logging and Monitoring;Ensure a log metric filter and alarm exist for IAM policy changes;A.12 Operations Security;A.12.4.K;Logging and Monitoring;Ensure a log metric filter and alarm exist for IAM policy changes;PASS;CloudWatch log group /aws/cloudtrail/security found with metric filter IAMPolicyChangeFilter and alarms set.;arn:aws:logs:us-east-1:442426872653:log-group:/aws/cloudtrail/security:*;cloudwatch_log_metric_filter_policy_changes;False;/aws/cloudtrail/security;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.L;Logging and Monitoring;Ensure a log metric filter and alarm exist for usage of root account;A.12 Operations Security;A.12.4.L;Logging and Monitoring;Ensure a log metric filter and alarm exist for usage of root account;PASS;CloudWatch log group /aws/cloudtrail/security found with metric filter RootAccountUsageFilter and alarms set.;arn:aws:logs:us-east-1:442426872653:log-group:/aws/cloudtrail/security:*;cloudwatch_log_metric_filter_root_usage;False;/aws/cloudtrail/security;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.E;Logging and Monitoring;Ensure a log metric filter and alarm exist for security group changes;A.12 Operations Security;A.12.4.E;Logging and Monitoring;Ensure a log metric filter and alarm exist for security group changes;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;arn:aws:logs:us-east-1:442426872653:log-group;cloudwatch_log_metric_filter_security_group_changes;False;442426872653;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.M;Logging and Monitoring;Ensure a log metric filter and alarm exist for Management Console sign-in without MFA;A.12 Operations Security;A.12.4.M;Logging and Monitoring;Ensure a log metric filter and alarm exist for Management Console sign-in without MFA;PASS;CloudWatch log group /aws/cloudtrail/security found with metric filter ConsoleSigninNoMFAFilter and alarms set.;arn:aws:logs:us-east-1:442426872653:log-group:/aws/cloudtrail/security:*;cloudwatch_log_metric_filter_sign_in_without_mfa;False;/aws/cloudtrail/security;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.N;Logging and Monitoring;Ensure a log metric filter and alarm exist for unauthorized API calls;A.12 Operations Security;A.12.4.N;Logging and Monitoring;Ensure a log metric filter and alarm exist for unauthorized API calls;PASS;CloudWatch log group /aws/cloudtrail/security found with metric filter UnauthorizedAPICallsFilter and alarms set.;arn:aws:logs:us-east-1:442426872653:log-group:/aws/cloudtrail/security:*;cloudwatch_log_metric_filter_unauthorized_api_calls;False;/aws/cloudtrail/security;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.4.P;Logging and Monitoring;Ensure AWS Config is enabled in all regions;A.12 Operations Security;A.12.4.P;Logging and Monitoring;Ensure AWS Config is enabled in all regions;PASS;AWS Config recorder default is enabled.;arn:aws:config:us-east-1:442426872653:recorder;config_recorder_all_regions_enabled;False;default;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-2;2026-04-20 09:06:04.789728;A.12.4.P;Logging and Monitoring;Ensure AWS Config is enabled in all regions;A.12 Operations Security;A.12.4.P;Logging and Monitoring;Ensure AWS Config is enabled in all regions;FAIL;AWS Config recorder foretale-recorder is disabled.;arn:aws:config:us-east-2:442426872653:recorder;config_recorder_all_regions_enabled;False;foretale-recorder;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.6.D;Technical Vulnerability Management;Check for publicly shared AMIs;A.12 Operations Security;A.12.6.D;Technical Vulnerability Management;Check for publicly shared AMIs;PASS;EC2 AMI foretale-app-ami-2026-01-29-1025 is not public.;arn:aws:ec2:us-east-1:442426872653:image/ami-0663f353045d9769d;ec2_ami_public;False;ami-0663f353045d9769d;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.6.E;Technical Vulnerability Management;Ensure EBS snapshots are not publicly accessible;A.12 Operations Security;A.12.6.E;Technical Vulnerability Management;Ensure EBS snapshots are not publicly accessible;PASS;EBS Snapshot snap-06dccab80da16580e is not Public.;arn:aws:ec2:us-east-1:442426872653:snapshot/snap-06dccab80da16580e;ec2_ebs_public_snapshot;False;snap-06dccab80da16580e;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.13.1.D;Network Security Management;Ensure EBS snapshots are not publicly accessible;A.13 Communications Security;A.13.1.D;Network Security Management;Ensure EBS snapshots are not publicly accessible;PASS;EBS Snapshot snap-06dccab80da16580e is not Public.;arn:aws:ec2:us-east-1:442426872653:snapshot/snap-06dccab80da16580e;ec2_ebs_public_snapshot;False;snap-06dccab80da16580e;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;442426872653;us-east-1;2026-04-20 09:06:04.789728;A.12.6.E;Technical Vulnerability Management;Ensure EBS snapshots are not publicly accessible;A.12 Operations Security;A.12.6.E;Technical Vulnerability Management;Ensure EBS snapshots are not publicly accessible;PASS;EBS Snapshot snap-021c4df670ea8963e is not Public.;arn:aws:ec2:us-east-1:442426872653:snapshot/snap-021c4df670ea8963e;ec2_ebs_public_snapshot;False;snap-021c4df670ea8963e;ISO27001;ISO/IEC 27001 Information Security Management Standard 2013
